pull_request_id	id	comment_id	body	Thanks	Sorry	Calm	Nervous	Careless	Cautious	Agressive	Defensive	Happy	Angry	pull_request_status
10755	1141	15	I'd like to keep the YourKit stuff out of the oae module.  You can deliver a custom template via the param to    If you add the YK java arguments to then the oae module w	0	0	0	0	0	0	1	1	0	0	1
16427	1142	16	What a load of rubbish	0	0	0	0	0	0	1	0	0	1	-1
15707	1143	17	"Yep, you are right, the problem is that we don't know if more headers have been added.  Another option is to create a 'refresh' method and call it from outside every time a new header is created/removed.  Makes sense for me."	1	0	1	0	0	0	0	0	0	0	1
16414	1144	18	Here's that bug I was talking about. Pipe character is a regexp special character. Needs to be escaped to match.	0	0	0	0	0	1	0	0	0	0	0
14904	1145	19	"good catch, thought i got everything.  "	1	0	1	0	0	0	0	0	0	0	1
15343	1146	20	"Good catch, I'll fix the debug message in #48."	1	0	1	0	0	0	0	0	0	0	0
16414	1147	21	This should be changed to: So we can have:  	0	0	0	0	0	1	0	0	0	0	0
15316	1148	22	"Will fix -- I didn't read the ""Contributing"" file before contributing. :)"	0	1	0	0	1	0	0	0	0	0	0
15932	1149	23	"I think I'd like to either do this, or remove the comment; if there's a need for the method to change, we'll feel it anyway."	0	0	1	0	0	1	0	0	0	0	1
14904	1150	24	can you make this protected?  also s/They/The in the comment	0	0	0	0	0	1	0	0	0	0	1
15932	1151	25	"We could probably make this change in , unless it was accidental?"	0	0	0	0	0	1	0	0	0	0	1
16455	1152	26	The type of is . This is not fixed . Let me know if its ok .	0	0	0	0	0	1	0	1	0	0	1
15932	1153	27	"raising within a template is, I think, unprecedented in this codebase, so it'd be good to understand a bit more about what's going on. Is this to defend against  calls which forget to set it in their    options?"	0	0	0	0	0	1	0	1	0	0	1
16466	1154	28	"because the for loop starts at -1, it will loop once. For instance, if someone picks the dates 8/9/12 and 8/9/12 and chooses to recur on Monday, no loans would be added, because the time span is   for one day, which is a Thursday. Similarly, if the user cho"	0	0	1	0	0	0	0	0	0	0	0
15932	1155	29	I think we could probably use a stronger selector here; this will match any other link that happens to use the organisation name.	0	0	1	0	0	0	0	0	0	0	1
16455	1156	30	"Nah, ""object"" should be fine; all objects are of anyway. If PhpDocumentor complains, we'll change it."	0	0	1	0	0	0	0	1	0	0	1
16123	1157	31	Why did these need to change? the fact that it didn't break any tests means we have some untested and unverified cases here as well.	0	0	0	1	0	0	0	1	0	0	0
16123	1158	32	why is this changing?	0	0	0	1	0	1	0	1	0	0	0
16123	1159	33	why is this needed?	0	0	0	1	0	1	0	0	0	0	0
13740	1160	34	@jeffheifetz i vote we don't use a status flag at all. See my comment about editing the existing keepSource flag.	0	0	0	0	0	1	0	1	0	0	0
16123	1162	35	if it really does need an order accessor then  should be subclassed. I don't really feel like this is needed though.	0	0	0	0	0	0	0	1	0	0	0
16123	1163	36	What does setting this to 9 mean? This is untested.	0	0	0	1	0	0	0	1	0	0	0
16123	1165	37	country code instead of currency codes?	0	0	0	1	0	1	0	0	0	0	0
16123	1168	38	I feel like an option passed in with the request would make more sense. If you want to enable it globally it could be an option to initialize as well. This should not be the default as it breaks backwards   compatibility.	0	0	1	0	0	1	0	0	0	0	0
16210	1169	39	I believe this expression would be easier to understand: it reduces to one level of parens and drops the confusing and      	0	0	1	0	0	1	0	0	0	0	1
16495	1171	40	"This could be DRYed up in a similar manner to the in the controller, since the always has the same value, and only the value of the changes.    So, something like"	0	0	1	0	0	1	0	0	0	0	1
16499	1173	41	Should these functions be exported?	0	0	1	1	0	1	0	0	0	0	1
16499	1175	42	Does this documentation explain anything?  Switch  to  ?	0	0	1	0	0	1	0	0	0	0	1
16455	1179	43	@pmjones Yes @phpdocumentor was complaining . I discusses with @mvreil and he mentioned to add  as param	0	0	1	0	0	0	0	1	0	0	1
14624	1181	44	Change to instead of clearing out button bar	0	0	1	0	0	1	0	0	0	0	1
14550	1182	45	Check if is true on the source.	0	0	1	0	0	1	0	0	0	0	1
16499	1185	46	"Doesn't ""x is dependent"" mean that x depends on something else, as in ""John is dependent on nicotine"".    ""x is a dependency of y"" means that y depends on x. It's slightly awkward, but you could say, ""nicotine is a dependency of John's"".  "	0	0	0	1	0	0	0	1	0	0	1
16537	1188	47	"It looks like you'll only send trackadded for adding a new plugin track, and not a cue. Is this intended? "	0	0	0	0	0	1	0	1	0	0	0
15334	1190	48	Can you refactor this to use a service instead? Suggesting people to use  in controllers is not really the coolest thing :)	0	0	0	0	0	1	0	1	0	0	0
15334	1191	49	I don't think we need a repository in the example :)	0	0	0	0	0	0	0	1	1	0	0
16537	1194	50	"This means that track will only get trackremoved if it has a teardown defined. I don't think that is right, and this should be moved outside this if block; maybe right below the  statement?"	0	0	1	0	0	0	0	1	0	0	0
16537	1196	51	"Same as above, this will only work for plugins and not cues. If this is intended, ignore this comment"	0	0	1	0	0	1	0	0	0	0	0
14864	1198	52	"This is  a  every time because  is not defined. Maybe it belongs further down, and should be checking  instead?"	0	0	1	1	0	1	0	0	0	0	1
16537	1202	53	Can you define a plugin that has no function definitions and still have it work? Just to make the test smaller.	0	0	1	0	0	1	0	0	0	0	0
15334	1204	54	Let's put this in a view instead :)	0	0	0	0	0	1	0	0	1	0	0
15334	1207	55	I'd remove a lot of stuff here since it is an example :)	0	0	1	0	0	1	0	0	1	0	0
15441	1210	56	"there is a merge conflict in with a bug fix on master branch. also, the tests have been enhanced on master so ensure your new code works with those specs."	0	0	0	0	0	1	1	0	0	0	1
16537	1216	57	"Should be for any type of track being added, regardless of origin (cue, plugin, etc)"	0	0	0	0	0	1	0	0	0	0	0
15334	1220	58	Ha! Let's remove credits ;)	0	0	0	0	0	0	0	0	1	0	0
13912	1222	59	This is fantastic news!	0	0	0	0	0	0	0	0	1	0	0
15334	1223	60	Let's skip this and move to CLI directly... 	0	0	1	0	0	1	0	0	0	0	0
15995	1224	61	It has now been moved to	0	0	1	0	0	0	0	0	0	0	0
15995	1225	62	It has been placed on its own line.	0	0	1	0	0	1	0	0	0	0	0
15334	1226	63	Can you add the driver config here?	0	0	1	0	0	1	0	0	0	0	0
14624	1227	64	"maybe inline error into the table, like unauth"	0	0	1	0	0	1	0	0	0	0	1
15334	1228	65	Let's also add  to check that all entities are there	0	0	1	0	0	1	0	0	0	0	0
11557	1234	66	Since we know that this will happen if the original post is not there can we either   (A) log out a more helpful exception  (B) handle it without the try catch (using) and then just discard the reply if we don't have the original	0	0	1	0	0	1	0	0	0	0	0
16565	1236	67	Is this import needed? That's the default I thought	0	0	0	1	0	1	0	0	0	0	1
11557	1237	68	if we're doing this now using a timestamp do we need the property at all?	0	0	1	1	0	1	0	0	0	0	0
15334	1238	69	Then in the action something like 	0	0	1	0	0	0	0	0	0	0	0
11557	1239	70	was this change also applied to replies? (only ask for replies after the timestamp from the last received)	0	0	1	0	0	1	0	0	0	0	0
16575	1240	71	All taken care of.	0	0	1	0	0	0	0	0	0	0	1
16499	1242	72	I've found it useful. It lets you type this:  Instead of this:  But maybe I'm using them in a different way than originally intended -- I often use them 	0	0	1	0	0	1	0	0	0	0	1
16594	1245	73	"Unless is correctly published in all cases, this is not thread-safe."	0	0	0	1	0	1	1	1	0	0	1
14550	1249	74	"is set to true.  If we use the turns to false, however if we read the stream piece by piece with Read it retains the value."	0	0	1	0	0	1	0	0	0	0	1
14864	1252	75	"ah yeah I missed that one, typo. fixed!"	1	0	0	0	1	0	0	0	0	0	1
16456	1254	76	Seems to me that we have at least in 4 places:    Can we refactor to a method?    Thanks.	0	0	1	0	0	1	0	0	0	0	1
15489	1257	77	This title should have the same grade of importance as	0	0	0	0	0	0	1	1	0	0	0
15489	1260	78	LiveDox must have his own subtitle	0	0	0	0	0	0	1	1	0	0	0
15489	1262	79	Probably should have his own index or something	0	0	1	0	0	1	0	0	0	0	0
16562	1265	80	"Minor thing, but since you added the new attribute to the end of both the  definition and this method's , i'd propose to sort the parameters like this:  "	0	0	1	0	0	1	0	0	0	0	-1
16565	1266	81	"yeah, there is a local Set class for the redis Set command, so if I want it  to have the right return type, I need immutable."	0	0	0	1	0	1	0	0	0	0	1
16649	1267	82	this is to expose which is protected in Actor	0	0	1	0	0	0	0	0	0	0	1
16594	1268	83	"Given that the sets this unconditionally, shouldn't this be an error state here, not ""silently return a bogus value""?"	0	0	0	0	0	0	1	1	0	0	1
14510	1269	84	"Is this valuable output? I can see how it would be useful if there are problems, but it's noisy for normal usage."	0	0	0	0	0	0	1	1	0	0	1
16577	1271	85	"This link doesn't actually work.  Did you load it up and test it?  The link has to be.  (make the page name lowercase to fit in with everything else, and name it to make sure it goes through spring)"	0	0	0	0	0	0	1	1	0	0	0
14510	1272	86	"I was just following the Riak way, but yeah I'm not the biggest fan of it either.   I can remove it."	0	0	0	1	0	1	0	1	0	0	1
13703	1273	87	"Bah, yes, you are right. This is why one shouldn't write code in Github's editor.    In fact, the patch isn't even consistent in that it documents three values for the log kwarg, yet only implements only one. I was originally thinking of allowing the user t"	0	0	1	0	0	1	0	0	0	0	1
16649	1275	88	The curly brace in our Scala code is usually at the end of the previous line. Maybe the code could be formatted better.    (I had to read the documentation of to be sure...)	0	0	1	0	0	1	0	0	0	0	1
13098	1278	89	"Instead of a try/catch here, why not disable the editing functions when the view model states that the selected document is not editing?     ie: Bind the property of the controls to "	0	0	1	0	0	1	0	0	0	0	-1
14751	1282	90	It needs to be one z-index higher than. Don't know how to give a relative z-index.	0	0	0	0	0	1	0	1	0	0	1
16715	1283	91	"I couldn't find a pattern, but it wasn't a matter of unloading apps with sticky dirs like kernel.  It can happen for any of the Riak dependency apps."	0	0	0	0	0	1	0	0	0	0	1
16729	1286	92	"Thanks for describing the use-case @kennethkoontz.    The current way the Meteor auth system is set up is that once you auth against an OAuth provider your token is stored on the user document, as , for example.    My underst"	1	0	1	0	0	0	0	0	0	0	0
16565	1288	93	Just return a here. 	0	0	1	0	0	0	0	0	0	0	1
16711	1290	94	You copied this pattern around 4 times. Any chance you could extract it into a method?	0	0	0	0	0	0	1	0	0	0	1
13774	1293	95	"Why don't you send msg as an argument to the hook (esp should be interresting to the hook)? Also, why isn't there an ""else"" right before the ?"	0	0	0	0	0	0	1	1	0	0	0
16736	1296	96	This method should be rename to ?	0	0	1	1	0	1	0	0	0	0	1
16758	1299	97	we should cap it with	0	0	1	0	0	0	0	0	0	0	1
15394	1302	98	"Ok. I thought include was a control (it's always called as a function, so where do we draw that line)."	0	0	0	1	0	1	0	0	0	0	0
16711	1305	99	I started not being a very big fan of and be different classes from Matrix.	0	0	0	0	0	1	0	0	0	0	1
16776	1307	100	Needs platforms and since tags	0	0	0	0	0	0	1	1	0	0	1
15394	1309	101	It's not. I just thought that adding the strictness would be a nice thing to do.	0	0	0	0	0	0	1	1	0	0	0
16743	1311	102	"This should probably be , then you can use to get the key name and the string value to against."	0	0	1	0	0	1	0	0	0	0	0
15394	1312	103	" is considered a ""language construct"" not a control structure. So I think we're ok there to treat it as a function, as that is how it is being used in this form."	0	0	1	0	0	0	0	0	0	0	0
15394	1314	104	"In places where there is no clear standard that we've adopted, we should leave the code alone.  When it comes down to it, someone else is maintaining that piece of code (the component lead), and its   better to let them dictate the smaller aspects of "	0	0	1	0	0	1	0	0	0	0	0
16597	1317	105	Switching to  is good thing in this case. But this:    and this  	0	0	1	0	0	0	0	0	0	0	0
16715	1320	106	"Either way, i removed the unloading bit. Not having it doesn't seem to affect any of our existing tests."	0	0	1	0	0	1	0	0	0	0	1
16499	1322	107	"Oh ok, that makes sense."	1	0	1	0	0	0	0	0	0	0	1
16729	1325	108	"Ah, now I understand. Yes, your point makes sense. Let's keep it in for now.    Thanks for taking the time to help me understand the concern."	1	0	1	0	0	0	0	0	0	0	0
16638	1326	109	"Should there be a ""break"" ?"	0	0	1	0	0	1	0	0	0	0	1
16806	1329	110	Makes only sense if the list is sorted at some time? I don't think that's needed for coordinate descent.	0	0	0	0	0	1	0	0	0	0	0
16638	1330	111	"""If you do not have VMWare installed, install VMWare player (free):"""	0	0	1	0	0	0	0	0	0	0	1
16813	1331	112	Can you add a bit about why someone would use this rather than the one that actually takes Class?	0	0	1	0	0	1	0	0	0	0	0
16743	1332	113	" means the 'timestamp' field (in of the event), I think this may be better written as though perhaps as long as this special case is documented as such it's fine. "	0	0	1	0	0	1	0	0	0	0	0
16592	1334	114	probably should be a global constant of a class-level method on 	0	0	1	0	0	1	0	0	0	0	-1
16592	1338	115	"hmmm, also, it'd really be  :) "	0	0	1	0	0	0	0	0	1	0	-1
16824	1340	116	Not sure why it has to be class loader aware	0	0	0	0	0	0	1	1	0	0	0
16824	1342	117	Make message consistent with what we typically do  	0	0	0	0	0	0	1	1	0	0	0
11557	1345	118	"No, replies work fine with concept."	0	0	0	0	0	0	1	1	0	0	0
11557	1348	119	is used in ordering the feed. 	0	0	1	0	0	0	0	0	0	0	0
16824	1349	120	This should be enclosed in IF since you are allowing NULL and it will override the default name.	0	0	0	0	0	1	1	0	0	0	0
11557	1351	121	"I understand that they work fine, was suggesting that both be the same for consistency. Guess we can't take out of api call anyways since web uses that now."	0	0	0	0	0	0	0	1	0	0	0
11557	1354	122	"Gotcha, just checking."	0	0	1	0	0	0	0	0	0	0	0
16592	1356	123	"Wait, the person now is an instance of ? :)"	0	0	1	0	0	1	0	0	1	0	-1
15489	1360	124	"Could I kindly ask you to edit the document as you see fit. Unfortunately,  I do not understand your suggestions for improvement. I think you only have  to edit a couple lines. Thank you very for much for your assistance. ;-)  "	1	0	1	0	0	0	0	0	0	0	0
16592	1363	125	"Ah, is this the place where the question about one from once class overwriting an from another class came from?    That's right. You'll get ""Kitchen goes into the Kitchen"" here, this way :)    Instead maybe you want something m"	0	0	1	0	0	1	0	0	1	0	-1
13774	1370	126	"I didn't really have any use for adding the payload to the hook's arguments, but that's a good idea.    I don't want to handle only non-matched message types in this, though--I want to allow custom handling of *any* message type."	1	0	1	0	0	1	0	0	0	0	0
11557	1372	127	I think that feeds and replies update should be single api call and return them both based on timestamp.	0	0	1	0	0	0	0	0	0	0	0
11557	1375	128	"The thinking here was that there could be tons of replies for a post that the user doesn't necessarily care about, bogging down the original response of posts.  It's also more complicated on the backend side as there could be a recent reply to a post that "	0	0	0	0	0	0	0	1	0	0	0
16123	1377	129	This was the only instance that is not pre-formatting and validating the order-id. I added a test case.	0	0	1	0	0	1	0	0	0	0	0
16123	1379	130	Ouch! My bad on this one. I reverted this back to the original implementation.	0	1	0	0	1	0	0	0	0	0	0
16597	1380	131	"You don't have to change it, but in is good practice to use this: .  It will prevent this kind of bugs . It will save you a lot of time debugging. ;)"	0	0	1	0	0	1	0	0	0	0	0
16856	1384	132	only thing that's needed here is on the child process object returned from  - if you do not do this then the user sees no output during the long pause.	0	0	1	0	0	1	0	0	0	0	0
16123	1386	133	"Agreed, I moved it to be part of the options hash. Tests are added accordingly."	0	0	1	0	0	0	0	0	0	0	0
16123	1389	134	"I think it's opinionated to embed the in the authorization, especially when the is already part of the request. Do you know why it was embedded here in the first place?"	0	0	0	0	0	0	1	1	0	0	0
16123	1391	135	I added a documentation snippet from the official xml spec	0	0	1	0	0	0	0	0	0	0	0
16123	1394	136	This is not needed. It was part of the other fork's implementation. I got rid of it.	0	0	0	0	0	0	1	1	0	0	0
16806	1397	137	"Sorry,  just figured out that for some reason pip8 got turned off in my IDE. Now I can see what you mean, I'll fix it right away.   "	1	1	0	1	0	0	0	0	0	0	0
16597	1399	138	much prefer  for the style.  to me it looks wrong to put  with the value you're comparing to on the left side 	0	0	0	0	0	0	1	1	0	0	0
15394	1401	139	"I've removed it. However: (notice how it's under ""control structures""?)"	0	0	0	0	0	1	0	0	0	0	0
15394	1402	140	Also removed (all of them).	0	0	1	0	0	1	0	0	0	0	0
16842	1403	141	"Formatting and indentation doesn't seem right. Please use style,             "	0	0	0	0	0	0	1	0	0	0	0
13774	1407	142	"Well, skip the else thing then. But please send in the whole msg structure, not just the payload. That way you allow for the most flexibility in plugins, and it doesn't cost much."	0	0	1	0	0	0	1	0	0	0	0
16889	1409	143	"This assumes  will always be successful. If a user closes the popup without completing the login, for example,  is null."	0	0	1	0	0	1	0	0	0	0	1
16894	1411	144	"Yes, use single backticks, like .  Note that you need to use LaTeX notation here. "	0	0	1	0	0	1	0	0	0	0	1
16889	1413	145	Nit: should use  instead of  (like you do in )	0	0	1	0	0	1	0	0	0	0	1
16889	1414	146	This line doesn't do anything?!1	0	0	0	0	0	0	1	0	0	1	1
16597	1417	147	"Problem is that this is programmer's error:  and compiler won't catch it. You are not comparing, you are assigning. So this:    is equivalent to:"	0	0	0	0	0	0	1	1	0	0	0
16889	1418	148	"SuperNit: space after :  I generally do a space after  as well for anonymous functions, but I also try not to use anonymous functions. I'd actually probably rewrite this as:"	0	0	1	0	0	1	0	0	0	0	1
16597	1487	149	I understand the bug you're referring to and what creates the difference between the comparison and the assignment.     I'd prefer to have the variable on the left side of the comparaison and the value being compared to on the right side as I think this mak	0	0	1	0	0	0	0	1	0	0	0
16565	1490	150	there's a namespace conflict on Set	0	0	0	0	0	1	1	0	0	0	1
16831	1493	151	Don't catch -- just throw through.	0	0	0	0	0	0	1	0	0	0	1
16889	1494	152	"Not sure this should throw. That means nothing would get returned to the callback, right? I feel like with callback-style functions, there's an implied contract with the consumer that the callback   should always be called, and that errors will be sent to t"	0	0	0	1	0	1	0	0	0	0	1
16831	1496	153	Restore newline at end of file (many times / many files).	0	0	1	0	0	1	0	0	0	0	1
16887	1498	154	Does call its own constructor or is this a typo?  	0	0	0	0	0	1	0	0	0	0	1
16887	1500	155	according to the style guidelines (for gecko/gaia?) this should be  	0	0	1	0	0	1	0	0	0	0	1
16831	1503	156	Needs a better name than  like  to match 	0	0	0	0	0	0	1	1	0	0	1
16889	1504	157	"You don't actually use , or  here, I don't think you should bother declaring them."	0	0	0	0	0	0	1	1	0	0	1
16831	1506	158	"Don't ignore inline nodes -- iterate over them, just like in. (Don't forget to remove the comment)"	0	0	0	0	0	1	1	0	0	0	1
16938	1507	159	I'm not sure because they are very specific on what we are going to test. I've added more tests to test warnings and errors.	0	0	0	1	0	1	0	0	0	0	1
16887	1510	160	hmm does this add extra args you don't want or something to?    Seems like you could pass it directly and avoid the extra anon functions for each?	0	0	1	0	0	1	0	0	0	0	1
16831	1512	161	"It doesn't make sense to test for null here but not test for it in the other methods that load members.  They would crash if they really got a null.  Instead,"	0	0	0	0	0	1	1	0	0	0	1
16945	1515	162	good catch. I think I rather dumb it down a bit to only accept str and let the py2 version be a  to much magic will only hurt	1	0	1	0	0	0	0	0	0	0	0
16831	1516	163	update the comment -- are handled.	0	0	1	0	0	0	0	0	0	0	1
8268	1519	164	"well yes, and so was  before that - but in fact in some cases it seemed direct declaration of dependency was required in the past -  some cases a compile scope dependency was depending on junit   version x and that was overriding "	0	0	1	0	0	1	0	0	0	0	1
8415	1521	165	Shouldn't this be called ???	0	0	0	0	0	0	1	0	0	0	0
16831	1523	166	Classes that don't have a method don't need a method.   Back out this change.	0	0	0	0	0	0	1	0	0	0	1
16953	1526	167	"It is 1 at the moment, because I was restricting everything to R^2 to get  something working.  I'm going back over the and to extend  them for R^M, which is what we have already done with the gomatrix library.    You are correct about the"	0	0	1	0	0	1	0	0	0	0	0
8268	1528	168	"I think if we are going to spend the effort to update the deps, we should spend the effort to minimize there declarations as well."	0	0	1	0	0	1	0	0	0	0	1
9698	1531	169	"This probably should be ""unneeded"". However, I would suggest ""unnecessary"", as I think it's used more."	0	0	1	0	0	1	0	0	0	0	0
16565	1532	170	Return types should be generic and not tied to the implementation. is the generic set trait. Alternatively you can rename the redis set or scala set via imports.	0	0	1	0	0	0	0	0	0	0	1
8415	1533	171	"Again, I don't think we want to confuse new users with this. If you want a literal, use 'key' instead - seasoned SpEL users will know they can use a SpEL literal here."	0	0	0	0	0	0	1	1	0	0	0
8415	1535	172	I like 'adapter' and we already have (with quick search)	0	0	1	0	0	0	0	0	0	0	0
16482	1539	173	aren't you missing an  somewhere?  Even better would be  if that's the only function we'll need.	0	0	0	0	0	1	1	0	0	0	1
16968	1542	174	The padding should be set to to ensure that it causes no regressions.	0	0	1	0	0	1	0	0	0	0	0
16973	1545	175	"It looks to me like this call to has the desired effect of removing the service from the dispatch state; however I don't think it's  are being treated as cleanly. I'm not sure if that matters, but I think it"	0	0	1	0	0	1	0	0	0	0	0
14575	1547	176	Do you want to try moving the unicode character to the end so it's the last thing before the newline?	0	0	1	0	0	1	0	0	0	0	-1
16945	1548	177	I agree about magic. :)	0	0	1	0	0	0	0	0	1	0	0
14637	1550	178	You'll get used to it ;)	0	0	1	0	0	0	0	0	1	0	1
8415	1553	179	"Well, that is not wrapped in an SPCA.    A quick check of sublasses of point to classes ending with - the method is called after all :-)  "	0	0	1	0	0	1	0	0	0	0	0
16968	1555	180	We may want to call when setting the shadow layer as well.	0	0	1	0	0	1	0	0	0	0	0
16968	1556	181	call here too	0	0	1	0	0	0	0	0	0	0	0
14575	1557	182	"Wow,  that seemed to trigger it."	0	0	1	0	0	1	0	0	0	0	-1
8415	1559	183	"This IS a, so yes is the right name. The SPCA is the adapter, delegating to a source.    The is different. It's an active component (not polled) that extends so it has the"	0	0	1	0	0	0	0	0	0	0	0
16482	1562	184	hum...strange about the import .  	0	0	0	1	0	1	0	0	0	0	1
13137	1564	185	"a little more nitpickery (but fixing this isn't mandatory, it's just for future use) - on its own line"	0	0	0	0	0	1	1	0	0	0	0
13137	1567	186	"braces aren't necessary for single line conditionals (if I haven't mentioned in the past, I tend to follow quite closely to Qt's code styling guidelines) - but again, more nitpickery that isn't necessary to fix"	0	0	0	0	0	1	0	1	0	0	0
16968	1572	187	"What happens when the user sets only one of shadow color or shadow offset?  Should we have some default values for these? If both are needed, we should only call when both are present."	0	0	1	1	0	1	0	0	0	0	0
16968	1575	188	"Similar to the comment above, what happens when you call when 0 for some of these fields?"	0	0	1	1	0	1	0	0	0	0	0
16726	1576	189	"This is the only thing I don't like in the whole script.  Do we need that?  If you take it out and ""outdent"" the stuff below it, then the CR is okay AFAIC."	0	0	0	0	0	0	1	1	0	0	1
17022	1577	190	Please also pull to remove the now redundant check	0	0	0	0	0	0	1	1	0	0	1
16761	1578	191	"I think this method should be in the test class, not in the provider class"	0	0	1	0	0	1	0	0	0	0	1
10934	1579	192	Are we still using  somewhere?	0	0	1	1	0	1	0	0	0	0	-1
16806	1581	193	"The is also needed in the basic use case (Simple, one alpha fit with ElasticNet), it can't be stored in then."	0	0	1	0	0	0	0	0	0	0	0
16973	1583	194	"If you're deregistering a range of codes, it calls once per code, unlike during registration, where it updates the dict once per code, but calls just once for the range."	0	0	1	0	0	1	0	0	0	0	0
16973	1585	195	Good catch. This is probably spammy and race-prone.	1	0	1	0	0	0	0	0	0	0	0
16973	1586	196	"Yes, maybe it should be changed to have a  function."	0	0	1	0	0	1	0	0	0	0	0
17064	1587	197	Kill this log line. (And: typo.)	0	0	0	0	0	0	1	1	0	0	0
16806	1589	198	I commit already not working code so we can agree on where to implement things.    I cannot read non-working code: I would need source access to the brain  of the guy who wrote it(can I get commit rights too ? :} ) to figure out  how he wants to make it wor	0	0	0	0	0	0	1	1	0	0	0
10934	1590	199	We're not using  or  anywhere.	0	0	0	0	0	0	1	1	0	0	-1
17003	1591	200	@mdineen was this still failing? Not sure if the  was missed.	0	0	1	0	0	1	0	0	0	0	1
16806	1594	201	>    Because the prototype told me so. The prototype is gold standard  >    also for the other tests.    What do you mean by 'the prototype'?	0	0	1	0	0	1	0	0	0	0	0
15995	1596	202	I think it makes more sense to access the controller from the dialog code.  Context menus do it that way	0	0	1	0	0	1	0	0	0	0	0
17003	1597	203	"Empty lines could be removed (nitpick, lol). :-P"	0	0	1	0	0	0	0	0	1	0	1
16806	1599	204	"> Theis also needed in the basic use case (Simple, one alpha fit with ElasticNet)    Why? I don't understand. All we need is to learn the coefficients."	0	0	0	0	0	0	0	1	0	0	0
17003	1601	205	"Usually, var statements with multiple lines are indented once more to the right (IMO better readability), but your call, that is an opinion, and a nitpick. :-)"	0	0	1	0	0	0	0	0	1	0	1
16839	1604	206	"This channel should be buffered, so the instance monitor doesn't have to wait for the listener to read from the channel before continuing.    Actually, this opens up a vulnerability (not a security vulnerability, but a deadlock vulnerability). If the person"	0	0	1	0	0	1	0	0	0	0	0
15774	1605	207	no need to extend the other class	0	0	1	0	0	0	0	0	0	0	1
16983	1606	208	"Maybe you could copy over the docstring examples from numpy here, so they get tested."	0	0	1	0	0	1	0	0	0	0	1
17084	1609	209	"Achtung! The default encoding is locale-dependent, not always UTF-8. This won't do what you expect on Windows, in cron jobs, and so on.    (This is one thing where I think they really screwed up with Python 3, but it's been discussed before and apparently i"	0	0	0	0	0	1	0	0	0	0	1
15995	1612	210	Remove baton from	0	0	0	0	0	0	1	0	0	0	0
15995	1614	211	Do not continue from this point if there is no baton	0	0	0	0	0	0	1	1	0	0	0
13489	1615	212	What about making this a  or  event so that we know the video is playing?	0	0	1	0	0	1	0	0	0	0	1
17084	1618	213	"but,  as a global variable set as !   so do we want to force everything as utf-8 ? and use  everywhere ?"	0	0	0	1	0	0	0	1	0	0	1
16781	1620	214	"I don't know, but wouldn't it be better to let the Thread sleep for a short period if the service isn't available? Or will this block something? Don't know how long it normally takes until the service is   available normally. Maybe it could also be interest"	0	0	0	0	0	1	0	0	0	0	-1
16781	1622	215	I think this line is too long.	0	0	0	0	0	0	1	1	0	0	-1
17084	1624	216	"We could use . I don't think there's any reason to save HTML in anything other than UTF-8, though."	0	0	1	0	0	1	0	0	0	0	1
16806	1625	217	> Makes only sense if the list is sorted at some time? I don't think that's needed for coordinate descent.    yes but that's a reasonable choice to keep the set ordered so when you  loop over features on only just positively in memory. In other words  it avoi	0	0	1	0	0	0	0	1	0	0	0
